Start,End,"Fuel-
Cycle","Sample
Point",Power,Power,Temp. Recirc,FW flow,Recirc flow,RWCU A flow,RWCU B flow,"Cond
""CIS""","Cond.
Recirc","Cond.
RWCU Inlet","Cond.
RWCU A","Cond.
RWCU B",H2-feedrate FW,O_rw,Fe_rw,Cr_rw,Cu_rw,Mn_rw,Co_rw,Ni_rw,Zn_rw,SiO2_rw,H3B03_rw,Pt_rw,Na_rw,Fe_fw,Co_fw,Zn_fw,Mn_fw
6/26/2017,7/2/2017,33,,90.0,"3,238",274,"1,763",82,11.5,11.3,0.097,0.109,0.097,0.056,0.056,15.9,< 1,1.30,,0.030,,0.018,0.030,10.3,52,68,0.012,,0.10,0.002,0.41,
7/3/2017,7/9/2017,33,,90.0,"3,238",274,"1,763",83,11.5,11.3,0.097,0.106,0.097,0.057,0.057,15.9,< 1,0.80,,0.030,,0.020,0.040,10.0,62,70,0.008,,0.07,0.002,0.37,
7/10/2017,7/16/2017,33,,90.0,"3,238",275,"1,763",83,11.5,11.3,0.097,0.106,0.097,0.057,0.057,15.9,< 1,1.20,,0.050,,0.019,0.120,10.2,80,85,0.008,,0.10,0.001,0.38,
7/17/2017,7/23/2017,33,,90.0,"3,239",275,"1,763",84,11.5,11.2,0.098,0.106,0.098,0.058,0.058,15.9,< 1,1.00,0.010,0.030,,0.019,0.080,10.5,92,93,0.014,,0.07,0.002,0.39,
7/24/2017,7/30/2017,33,,90.0,"3,239",275,"1,763",85,10.6,10.3,0.105,0.112,0.100,0.057,0.057,15.9,< 1,0.80,,0.030,,0.015,0.050,11.0,72,98,0.007,,0.05,0.001,0.39,
7/31/2017,8/6/2017,33,,89.3,"3,216",275,"1,749",85,11.5,11.2,0.107,0.120,0.108,0.056,0.056,15.7,< 1,0.60,,0.020,,0.020,0.050,10.6,32,58,0.016,2.4,0.07,0.002,0.41,
8/7/2017,8/13/2017,33,,88.0,"3,166",275,"1,719",83,11.6,11.4,0.116,0.122,0.111,0.057,0.057,15.3,< 1,1.20,,0.050,,0.020,0.050,10.3,43,64,0.036,2.4,0.07,0.002,0.41,
8/14/2017,8/20/2017,33,,87.8,"3,161",274,"1,715",82,11.6,11.4,0.099,0.112,0.099,0.057,0.057,15.3,< 1,1.00,0.010,0.040,,0.014,0.050,10.5,60,75,0.021,,0.04,0.002,0.39,
8/21/2017,8/27/2017,33,,88.0,"3,166",274,"1,718",76,11.8,11.5,0.098,0.116,0.098,0.058,0.058,15.3,< 1,0.90,,0.050,,0.015,0.050,10.4,73,83,0.017,,0.08,0.002,0.39,
8/28/2017,9/3/2017,33,,88.0,"3,166",274,"1,718",77,11.6,11.4,0.097,0.112,0.098,0.058,0.058,15.3,< 1,0.80,,0.040,,0.017,0.060,10.1,87,93,0.008,,0.06,0.002,0.38,
9/4/2017,9/10/2017,33,,87.9,"3,166",274,"1,718",78,11.5,11.3,0.097,0.112,0.097,0.059,0.059,15.3,< 1,0.90,,0.030,,0.018,0.130,10.4,92,105,0.007,,0.12,0.002,0.38,
9/11/2017,9/17/2017,33,,81.9,"2,950",274,"1,594",75,10.7,10.4,0.099,0.116,0.101,0.058,0.057,14.5,< 1,0.80,,0.020,,0.016,0.060,11.0,70,120,0.005,,0.12,0.001,0.39,
9/18/2017,9/24/2017,shutdown,,1.4,51,60,47,32,5.6,5.1,0.391,0.866,0.487,0.168,0.190,0.5,,,,,,,,15.5,35,35,,,,,,
9/25/2017,10/1/2017,shutdown,,0.0,1,-10,27,31,-2.5,-2.7,1.000,1.146,0.675,0.332,0.366,0.0,,,,,,,,,37,,,,,,,
10/2/2017,10/8/2017,shutdown,,0.0,0,-11,33,31,-3.7,-3.8,0.967,1.323,0.748,0.412,0.466,0.0,,,,,,,,,37,,,,,,,
10/9/2017,10/15/2017,shutdown,,0.0,0,-11,40,30,-3.7,-3.8,1.033,1.412,0.829,0.487,0.571,0.0,,,,,,,,2.0,40,40,,,,,,
10/16/2017,10/22/2017,shutdown,,0.0,0,10,32,31,-3.7,-3.8,1.033,1.518,0.909,0.565,0.686,0.0,,,,,,,,2.2,40,40,,,,,,
10/23/2017,10/29/2017,shutdown,,0.0,1,28,27,31,0.2,-0.5,1.000,1.733,1.088,0.645,0.809,-0.1,,,,,,,,2.1,42,38,,,,,,
10/30/2017,11/5/2017,shutdown,,0.0,1,33,25,31,0.8,0.0,0.950,1.726,1.054,0.695,0.936,0.0,,,,,,,,,40,,,,,,,
11/6/2017,11/12/2017,shutdown,,0.1,0,30,24,31,0.8,0.0,0.933,1.815,1.118,0.761,0.993,0.0,,,,,,,,,42,35,,,,,,
11/13/2017,11/19/2017,shutdown,,0.1,0,27,24,31,0.8,0.0,1.000,1.906,1.186,0.770,0.993,0.0,,,,,,,,,42,,,,,,,
11/20/2017,11/26/2017,shutdown,,0.1,0,43,24,34,7.8,7.4,0.643,1.972,0.701,0.426,0.456,0.0,,,,,,,,1.2,48,40,,,,,,
11/27/2017,12/3/2017,shutdown,,0.1,0,41,24,31,6.5,10.0,0.136,2.075,0.144,0.094,0.066,0.0,,,,,,,,<1.0E-01,8,25,,,,,,
12/4/2017,12/10/2017,shutdown,,0.1,0,41,24,31,6.9,6.8,0.466,2.160,0.129,0.113,0.093,0.0,,,,,,,,,13,,,,,,,
12/11/2017,12/17/2017,shutdown,,1.6,59,97,43,33,9.1,8.7,0.255,2.083,0.295,0.141,0.223,0.1,,,,,,,,2.3,12,93,,,,,,
12/18/2017,12/24/2017,34,,66.2,"2,382",271,"1,273",66,9.1,8.8,0.289,0.288,0.268,0.076,0.083,10.4,< 1,1.41,0.010,0.080,,0.023,0.126,2.2,431,167,,,,,0.39,
12/25/2017,12/31/2017,34,,86.0,"3,095",274,"1,674",70,9.6,9.3,0.147,0.172,0.148,0.056,0.056,14.7,< 1,,,,,,,,32,,,,,,,
1/1/2018,1/7/2018,34,,86.0,"3,095",274,"1,674",70,9.5,9.2,0.131,0.156,0.132,0.058,0.057,14.7,< 1,2.10,,0.230,0.405,0.030,0.170,7.5,48,40,0.001,,0.01,0.003,0.38,0.064
1/8/2018,1/14/2018,34,,86.0,"3,095",274,"1,674",70,9.4,9.1,0.129,0.146,0.128,0.058,0.058,14.7,< 1,2.10,,0.150,0.335,0.030,0.150,8.2,57,60,< 0.001,,0.07,0.003,0.42,0.048
1/15/2018,1/21/2018,34,,86.0,"3,095",273,"1,674",70,9.4,9.1,0.122,0.134,0.121,0.056,0.056,14.7,< 1,1.90,,0.100,0.288,0.030,0.170,8.5,27,23,< 0.001,,0.03,0.003,0.42,0.045
1/22/2018,1/28/2018,34,,86.0,"3,095",273,"1,674",69,9.3,9.0,0.128,0.136,0.118,0.056,0.056,14.7,< 1,1.90,,0.090,0.238,0.020,0.150,8.8,40,33,< 0.001,,0.13,0.003,0.41,0.038
1/29/2018,2/4/2018,34,,85.1,"3,064",273,"1,654",68,8.8,8.5,0.121,0.123,0.113,0.056,0.057,14.3,< 1,1.40,,0.070,0.214,0.030,0.160,7.1,55,30,0.002,,0.20,0.002,0.46,0.038
2/5/2018,2/11/2018,34,,86.0,"3,094",273,"1,674",68,9.5,9.2,0.105,0.127,0.105,0.056,0.056,14.7,< 1,1.20,0.010,0.190,,0.020,0.130,8.4,30,23,0.002,,0.16,0.004,0.39,
2/12/2018,2/18/2018,34,,86.0,"3,095",273,"1,674",67,9.6,9.3,0.103,0.124,0.104,0.056,0.057,14.7,< 1,1.20,,0.100,,0.019,0.100,8.8,38,30,0.002,,0.12,0.004,0.38,
2/19/2018,2/25/2018,34,,86.0,"3,095",273,"1,673",68,10.0,9.7,0.101,0.116,0.102,0.056,0.056,14.6,< 1,1.10,,0.070,,0.021,0.040,8.6,20,15,0.002,,0.12,0.002,0.39,
2/26/2018,3/4/2018,34,,86.0,"3,095",273,"1,673",68,9.8,9.5,0.116,0.136,0.120,0.056,0.056,14.7,< 1,1.10,0.010,0.140,,0.020,0.140,8.4,35,25,< 0.001,2.9,0.14,0.002,0.39,
3/5/2018,3/11/2018,34,,86.0,"3,094",273,"1,674",68,9.6,9.3,0.128,0.148,0.129,0.056,0.056,14.7,< 1,1.20,0.010,0.050,,0.020,0.120,8.4,47,31,0.027,3.0,0.15,0.003,0.38,
3/12/2018,3/18/2018,34,,86.0,"3,095",273,"1,674",67,9.5,9.2,0.114,0.130,0.109,0.056,0.056,14.7,< 1,1.40,0.010,0.040,,0.020,,8.4,48,36,0.031,3.1,0.03,0.003,0.38,
3/19/2018,3/25/2018,34,,85.8,"3,088",273,"1,670",67,9.8,9.5,0.099,0.117,0.100,0.056,0.056,14.7,< 1,1.00,0.010,0.050,,0.020,0.170,8.4,67,40,0.013,,0.11,0.003,0.39,
3/26/2018,4/1/2018,34,,86.0,"3,095",274,"1,674",69,9.8,9.6,0.100,0.113,0.100,0.056,0.056,14.7,< 1,1.00,0.010,0.040,,0.020,0.160,8.8,77,55,0.011,,0.07,0.002,0.36,
4/2/2018,4/8/2018,34,,86.4,"3,110",274,"1,683",69,9.8,9.5,0.101,0.112,0.101,0.056,0.056,14.8,< 1,1.10,,0.050,0.197,0.018,0.150,9.2,83,55,0.011,,0.12,0.002,0.38,0.026
4/9/2018,4/15/2018,34,,86.8,"3,124",274,"1,692",70,9.6,9.3,,0.115,0.102,0.056,0.056,15.0,,,,,0.212,,,,,,,,,,,0.035
4/16/2018,4/22/2018,34,,86.8,"3,124",274,"1,692",70,9.7,9.4,,0.113,0.102,0.056,0.057,15.0,,,,,0.205,,,,,,,,,,,0.034
,,,,86.8,"3,124",274,"1,692",70,9.6,9.3,,,0.100,0.056,0.056,15.0,,,,,,,,,,,,,,,,
