id_examinee,math,history,geography,literature,civic_education,english
1001336,8.6,7.25,9.5,8,9.5,8.8
1001337,7.6,6.5,7.25,7.75,8.75,8.2
1001338,8.4,6,6.5,7,9,10
1001339,8.4,5.25,6.25,7.25,8.5,8.6
1001340,5.6,4.25,6.5,6,8.25,3.8
1001341,9,5,6.25,8.5,9.5,9.4
1001342,8,6.5,7.25,7.75,6.5,8.6
1001343,6.2,7,9.25,7.25,8.5,6.4
1001344,8.4,5.75,7.25,8.5,7.5,8.8
1001345,7.2,4.75,6.75,7,6.75,8.8
1001347,7.2,5.25,7.5,7.5,10,4.6
1001349,7.4,9.25,9.25,8.5,9.5,8.6
1001351,7.8,5.75,8,7.5,9,8.8
1001352,3.2,5,6.75,6.5,9.75,5.2
1001353,8,4.25,7,9.25,8.5,9.8
1001355,8,7.5,7.75,8.25,9.75,9.8
1001356,8.2,4,7.75,7.75,8.5,8.6
1001357,7.4,6.25,8.5,8.75,7.75,9.4
1001358,7.4,4.75,7.75,8,9,9
1001359,8.4,8.25,9,8.25,10,9.2
1001360,5.2,6,6.75,7.25,8.25,7.2
1001362,4.4,3.75,5.25,6,9,3.8
1001364,7.4,5,6.75,7.5,6.75,7.4
1001365,8.6,6.25,7,8,8.75,9
1001367,8.8,2.75,6.75,8.5,9,9.4
1001368,8.4,5.75,7.5,7.75,7.5,9.4
1001370,9,5.5,7,8,8.75,9.4
1001371,7.6,5.5,6,7.75,7.25,9.4
1001372,8.6,3.75,6.75,8.5,9.25,9.2
1001373,8,5.75,7.25,9.25,9,9.2
1001374,8.4,4.25,6.25,8.75,8,8.2
1001376,7.4,2.5,7.5,8,8.25,7.6
1001378,5.4,4.5,7.25,7,8.5,4
1001379,6.2,5.25,7.5,6,7.25,8.8
1001380,8.2,7.25,8.5,8.75,8.25,9.8
1001381,8.6,6.25,7.25,8.75,9.5,9.4
1001382,8.4,3.5,7.5,7.5,8.5,9.4
1001383,8,6.5,7,8.5,8.5,9.6
1001384,7.8,5.25,7.75,8.5,9,8.8
1001385,8.4,6,7.5,8.25,8.25,9.8
1001386,5.6,7.75,7.25,7.25,8.75,3.2
1001395,8.2,3.5,6.75,7.25,8,9
1001396,7.8,5.25,8.25,7.25,9.75,8.4
1001398,5.2,4.5,4.75,6.5,8.25,3.2
1001399,8.2,4.25,6.25,7,9,9.8
1001400,7.8,8.5,9.25,8.5,9.75,9.8
1001401,6.8,5.5,7.25,7,8,9
1001404,8.8,5,6,7.5,9,9
1001405,7.4,7,7.75,8.25,8.75,6.8
1001406,6.8,3.75,6.75,7.5,7.5,8.8
1001408,8.4,4.25,7.75,8.5,9,9.8
1001409,8.8,8.25,8,8.25,9.25,9.4
1001410,6.6,5,8,5.75,9.5,7.2
1001411,8.6,9,8.75,8,10,9.8
1001412,5.6,4.75,6.75,7.25,7.25,9.4
1001413,6.4,3.25,6.75,7,8,2.2
1001414,9.2,7.75,8.25,9,9.25,9.2
1001416,7.4,6.5,8,7.5,8.5,10
1001417,8.6,4.5,6.75,8.5,9,8.8
1001418,5.4,3.75,6.25,5.75,8,3.2
1001419,7.6,5.25,7,8.5,8.25,7.8
1001420,5.6,4,7.25,7.75,8.5,8.2
1001421,6.4,2.75,5.25,7,7,4.4
1001422,7.8,5.5,7.5,8.75,8.5,9.2
1001423,8,5.25,6.75,8.5,8,8.8
1001424,7.2,6.25,8.25,6.5,8,7.2
1001425,9.2,7,7.5,8.5,9.25,9.6
1001426,4.6,4.25,4.75,7.5,8.5,5.6
1001427,7.6,6.25,7.75,7.75,7.75,8.8
1001429,7.4,4,6.75,8.25,7.5,6.2
1001431,7,3.75,6.25,7.5,8.75,7
1001432,7.4,8,8.25,7.75,10,8
1001433,7.4,5.5,6.75,7.25,7.25,9.2
1001435,4.8,3,5.75,7.75,8,3
1001438,4.2,3,5.25,7,6.25,5.4
1001440,8.6,4.75,7.75,7.5,9,7.4
1001441,8.6,3.25,6.75,8.5,7.75,8.4
1001442,4.2,3.5,5,5.75,6.75,2.6
1001445,5.4,3.75,6.5,6.25,7,3
1001448,8.4,4.75,7,8.5,7,8.4
1001450,6.6,3.5,6,6.25,7.75,4.8
1001451,7.2,6.25,7.75,7,8.5,9
1001457,5.8,4,7.25,5.5,8.75,4.8
1001460,6.2,3.5,6.5,5.25,7.25,4
1001461,8.2,6.25,7.25,7.75,9,9
1001467,8.8,5.75,7.25,8,8.25,8.8
1001469,7,6,6.5,7.5,8,8.4
1001471,8.6,7,7.75,8.75,9.25,8.6
1001476,6.2,4.25,7.25,6.25,9,3
1001478,6.6,7,5.75,7.5,7.75,6.4
1001479,7.4,4.75,7,7.5,9,7.4
1001480,4.6,2,5.25,6.25,7.25,6.2
1001481,4,3.5,5.75,3.75,7,3.8
1001483,8.4,6.75,7.5,8.5,8.75,9.8
1001485,8,6.75,5.75,6.75,6.5,7.6
1001486,8.2,6,8.25,7.5,9.5,9.2
1001487,8,3.25,7.5,7.5,8.5,8.4
1001488,5.6,3.75,5.75,7.75,7.5,4.2
1001489,5.6,6.5,7.75,6.75,7.5,9
1001490,7,5.25,6,6.5,9.75,8.6
1001493,4.2,3.75,6.25,5.25,8.25,4
1001494,6.6,5.75,6.25,8.75,8.5,4.8
1001495,6,4.25,7.75,4.5,7.75,3.6
1001496,8.4,5.25,6.75,9,8.5,9.4
1001497,2.6,3,3.25,4.25,5.25,3
1001501,7.6,5.75,8.75,6.5,9.75,8.2
1001502,7,6,7,7.75,8,6
1001504,8.2,5.75,7.25,8,8,9
1001508,7.8,5.5,8.25,7.75,8,9
1001509,8.6,6.75,8.5,8.5,7.75,9.2
1001512,7.4,5.75,7,5.5,9,6.4
1001513,7,4.25,6.5,7.75,6.25,9.4
1001514,8,7.25,7,7.75,8.75,8.8
1001516,8.8,4.75,8.25,8.5,9.5,8.8
1001519,9,4.75,7.5,8.25,6.25,8.2
1001525,8,6,7.25,7.25,9.5,9.2
1001526,4.6,3,4.5,7,5.25,3.4
1001527,8.6,5.75,6.5,8.5,7.25,9.6
1001528,5.4,4.25,7,7,8,9
1001529,9,8,7.5,8,7.5,9.2
1001530,2.4,5.25,7.25,5.5,8.75,5.2
1001531,7.4,3.75,6,7.25,8.75,7.6
1001532,5.2,3.5,5.75,6.5,8.75,3.6
1001533,8.2,7.25,8.5,8.75,9.25,9.4
1001534,7.2,6.25,6.5,8.25,7.25,9.4
1001535,7.6,4.75,7.25,9,7.75,8.8
1001536,6.8,5.75,7,8.25,8.25,5
1001537,6,5.25,7.5,5.75,9.25,3.8
1001538,9.4,5.5,8.5,8.75,9.5,9.6
1001539,7.4,5.25,7.25,6.25,8,7.6
1001540,7.8,4.75,8,3.5,8,8.8
1001541,4.2,3.5,6.75,5.5,9.25,3
1001542,8.2,5.75,7,7,7.25,9.8
1001543,8.2,7.25,8,7.5,8.25,9.2
1001544,9,8,8,8.25,8.5,7.8
1001545,2.2,3.75,7.25,6.75,7.75,3.4
1001546,3.4,6.5,7,6.25,9.75,4.6
1001547,8.4,3,6.5,6.5,8.5,5
1001548,7,7.5,9.25,7.25,9.25,10
1001549,7.6,6,8,7.5,10,8.2
1001550,7.4,3,5.5,7.75,6.25,3
1001551,6.4,4.75,8,6,10,7.2
1001552,6.4,4,7,7,8.25,7.4
1001553,4.2,5,7,6,8.5,7.8
1001554,4,3.75,6.25,6,6.5,2.8
1001555,6.4,7.75,8.25,7.5,8.75,4
1001556,8,5.5,5.25,8.5,7.5,7.6
1001557,8.8,6.25,8.25,8.5,9.25,9.4
1001558,7.8,6.5,7.5,8.25,7.75,9.2
1001559,8.8,5.75,6.75,7.75,7.5,8.8
1001560,7.6,4.5,7.5,7.75,8.75,9.2
1001561,8.4,5,7.5,7.75,8.5,8.6
1001562,7.6,8,8,6.5,9.25,6
1001563,6.8,5.5,6,7,7.5,8.6
1001564,7.4,5.5,6,5.75,7.75,8.2
1001565,8.6,5.75,8.25,8.5,8.75,9.2
1001566,6.4,2.75,7.25,6,8.75,3.8
1001567,8,7,7.5,7.75,8.25,9
1001568,8.4,5.75,8,8.5,9.25,9
1001569,8.2,6.5,8.25,8.25,8.75,9.8
1001570,6.4,8,7,7.75,9.5,7.8
1001571,7.2,4.25,4.75,8,7.25,8.8
1001572,7.6,7.25,8.75,8,8.75,8.6
1001573,7.8,6.75,8.25,8.75,9.75,9.2
1001574,8.2,6,9,8.5,9.75,8.4
1001575,7.4,3,6,7.5,7.75,8.6
1001576,8.4,8.75,9.5,8.5,9.25,9.8
1001577,7.8,5.5,7,8,7.5,6.6
1001578,9,3,7.25,8.5,8.25,8.4
1001579,7.4,9,8.5,8.75,10,9.8
1001580,7.8,6,7.25,8.25,9.5,8.6
1001581,8.2,6.75,7.25,9.25,8.75,9.4
1001582,8.6,7.25,7.75,8.5,7,9.6
1001583,7.8,6,6.75,8.5,8.5,9.2
1001584,7.4,4.5,9,9,7.25,7.2
1001585,8.2,5.75,7.25,7.75,7.5,9.4
1001586,8,4,6.25,7.75,8.25,6.4
1001587,9,4,5.75,8.75,8.25,9.8
1001588,3.8,4.75,7.25,7.5,7.5,5
1001589,3.2,2.5,4.75,5.25,5.25,2.6
1001590,8.4,5.5,9,6,8.75,9.2
1001591,8,5.25,6.5,7.25,8.5,9.4
1001592,6.6,3,6.25,5.75,7.5,2.6
1001593,8,7.25,8.5,7.25,8.25,9.2
1001594,8.8,6.25,8,7.25,9,9.6
1001595,9,9.5,9.5,7.75,8.5,5.2
1001596,6.6,7.25,7.5,8.25,9.75,7
1001597,8.2,9.25,9,8.75,9.75,7.2
1001598,6.2,9.25,8,7.5,8.25,6.2
1001599,6.6,2.75,5.75,8.25,6.5,8
1001600,9.2,7.25,8.25,8.5,9.75,9
1001685,8.6,6.5,7.75,8,9.5,9
1001686,8.2,2.5,6,7,8.5,7.2
1001687,7,4.75,7,7.5,8.25,9.2
1001688,8,4.25,6.75,7.25,8.5,9.2
1001689,5.8,5,8.25,6.5,9.5,9.6
1001690,8.2,4.5,8,9,7.25,8.6
1001691,7.2,5,6,7,8.25,6.4
1001692,7.8,4.75,5.75,8.25,7,9.6
1001693,7.8,7.5,8,9.25,9.5,9.2
1001694,8.6,7.75,8.25,9,8.75,9.4
1001695,8.2,6,7.25,8,8,9.4
1001696,8,5.5,7.75,8.5,9.5,10
1001697,8.6,7.5,7.5,8.75,7.75,9
1001698,8,5.25,7.75,7.5,8.75,8.2
1001699,6.2,3.75,7,8,8.5,9.4
1001700,6.8,5.75,6.75,7.5,8,8.4
1001701,6.2,4.5,6.25,7.5,10,3.4
1001703,8.4,8,7.5,8.5,9.25,9.6
1001704,5.2,3.75,8.25,8.25,9.25,8.2
1001705,8.2,3.75,6.5,7.5,7.75,8.2
1001706,6.8,3.25,7,7.25,6.75,4.8
1001707,8,6.5,6.75,8,9.25,9
1001708,8.8,6.75,9,8.5,8.5,9.4
1001710,7.8,4.75,6.5,8.25,7.5,9.2
1001712,8,8.25,8,8,9.25,7.6
1001713,7.8,5,6,8.5,6.75,9
1001714,8.4,6.25,7.25,8.75,9.5,9.6
1001715,7.6,6.5,8.25,8.25,9,9.4
1001721,7,4.25,8.5,8.5,7.75,8.6
1001722,7.6,6,6,7.5,9.25,8.4
1001724,8.4,8.5,8.75,8.75,7.75,3.8
1001725,6,3,5.75,7,6,6.2
1001726,9.2,7.25,8.75,8.75,9.75,8.8
1001728,8.8,7.5,7.75,8,9.5,9.8
1001729,6.2,5.5,5,8.5,9.5,8
1001730,9.2,7,7.5,8.5,9.25,9.2
1001731,4.8,3.5,6,5,7.5,3
1001732,7.6,4.75,8,8.75,8,9.2
1001733,8,7.75,9,8.5,10,9.8
1001734,7.8,4.75,7.75,6,8,9.4
1001735,6.4,5.25,8.75,7,8.25,9
1001736,7.4,6,7,8.25,9.25,9.4
1001737,8,6,8.5,9,9.25,9.8
1001738,8.6,4.75,8.25,9,8.25,9.6
1001739,4.2,4,7,7.5,7.5,5.2
1001740,9,5.5,7.75,8.5,8.75,9.8
1001741,4.4,3.75,7.25,7,6.5,3.8
1001742,7.8,4,7.25,8,9.5,7.8
1001743,8.8,7,8.75,8.25,9.25,9.6
1001744,3,3.5,6.25,6.25,7.75,5
1001745,9,4.25,6.75,8,9,9.2
1001746,8.4,5.25,7.5,6.75,9.25,8.4
1001747,5.6,8.25,9,8.25,9.25,9.2
1001749,7.4,3.5,6,7.5,7.5,9.4
1001750,3.4,4.25,7,7,9.25,4.4
1001751,6,4,6.5,7.75,8,7.6
1001752,8.6,6,7,8.5,8.5,9
1001753,7.6,4.25,7.5,7,9,8.6
1001754,8.2,5.75,7.75,8.5,8.75,9.6
1001755,9.2,6.75,8,8.25,9.25,9.6
1001756,8.8,4,6.25,8.75,8.5,7.8
1001757,7.2,2.25,6.5,7,7,9.4
1001758,7.4,9,9,7.25,9.75,9
1001759,6,2.75,5.5,6.25,7.25,4.2
1001760,6.8,4.25,7.5,7.5,8.5,8.2
1001761,8.6,4,6,8.5,8.25,8.8
1001762,7.4,4.5,6.75,7.75,8,9
1001763,8.8,6,8.5,8.25,9.75,9.4
1001764,5.6,4.75,8,7.25,9.75,8.4
1001765,7.6,4.25,6.5,7,8.75,6.8
1001766,8.2,3.25,7.5,7.75,8.25,8.4
1001767,6.8,4.5,7,7,9.75,4.2
1001768,8.6,5.25,6.5,7.75,7.75,8.6
1001769,7.6,4,6.75,7,9,6.6
1001770,3.6,3.75,2.25,7,8,3.8
1001771,4.8,3.5,6.25,8.25,6.75,3.2
1001774,8.6,4.75,6.75,8.5,9,9.4
1001775,8.2,8.5,7.5,8,7.25,8.8
1001777,8,6.25,7.75,7,9,8.8
1001778,7.6,5.75,7.25,8.25,9.25,8.8
1001779,6.4,5.25,6.5,8,7,8
1001781,7.8,5.5,8.25,8.25,8.75,8.8
1001783,7.8,5.5,7,8,7.5,8.4
1001784,7.6,5.25,7.5,7.5,9.25,7.8
1001785,5.4,3.25,6.5,7.75,10,6.2
1001786,8.2,3,6,8.25,7,9.2
1001787,4.4,3.75,6,7.25,8.75,5.2
1001788,8,5.75,8,9,8.25,9.4
1001789,7,6.75,7,8.25,9.5,9.4
1001790,8.4,7.25,7.5,7.25,9,9
1001791,8.6,7.75,7.25,7.75,8.75,9.6
1001793,5,8.5,8.75,8,9.5,8.2
1001795,6.6,8,8.75,8,9,7.4
1001796,8.2,4.5,7.5,7.75,7.75,6.2
1001798,7.6,4,6.5,7.5,7,9.2
1001800,8.2,4.75,6.75,7,8.75,7.4
1001801,7.8,6.25,7.25,8.25,7.75,9.6
1001802,8.2,3.75,7.25,6.75,8,8.6
1001803,9.2,8.5,8.25,7,7.25,9.8
1001804,6.6,4.75,7.5,6.25,9,9.2
1001805,7.4,8.25,8.5,8.25,9.5,9
1001808,6.4,4,6.5,6,7.5,3.2
1001812,3.8,2.25,6.75,7,7.75,3.4
1001813,7.8,3.25,7,7.5,6,9.4
1001914,3,2.25,4.75,2.75,5.75,2.2
1001917,8.6,8,9,8.25,9.5,9.2
1001919,7.8,3.5,5.25,8,7.25,7.6
1001920,8.2,6.25,6.25,8.75,8,8.8
1001921,7.4,5.25,6.25,7.5,8.75,6.8
1001922,8,5.5,7.25,8.5,9,9.2
1001924,7.6,6.5,8.25,8.5,7.75,9.4
1001925,6.8,7.5,8.75,5.5,8.25,3.8
1001926,7.4,9,8.5,8.5,9.75,9
1001927,7.6,4.5,6.75,5.5,8.25,8.8
1001928,7.2,7,7.75,8,9.5,8.6
1001930,7.4,5.25,6.25,7.5,9,8.2
1001931,8.2,7,9,9.25,9,9
1001932,4.6,4.25,7,6.75,8.5,9.8
1001933,7.8,7.75,8.25,6.5,9.25,8
1001934,7.6,6,7.25,7,8.75,6
1001935,5.8,7.75,8.5,8.5,10,6.8
1001937,8.4,6.25,8.5,8.25,9.75,9.6
1001938,7.6,5,6.25,8.75,9.5,9.2
1001939,7.2,3,5.75,8,8,8.8
1001940,6.4,4,7,7.5,9.75,3.2
1001941,8.4,4.5,6.5,8.25,8.25,9
1001943,9,7.75,7,8.25,8.5,9.2
1001945,8,6.75,7.5,7.75,9.75,9.2
1001948,6,5.25,6.5,7.5,6.25,8
1001951,3.8,5,6,6.75,8.5,6
1001952,7.4,7,6.75,8.5,7.75,8.6
1001953,8,7.75,8.5,7.75,9.25,9.8
1001954,6.2,9.25,9.5,8.25,9,8.6
1001955,2.6,4,7.5,5.5,8.25,7.4
1001956,8.2,3.75,5.75,8.75,7.75,9.6
1001957,8.6,6,7.5,7.25,8.5,9.2
1001959,9,5.75,9.25,8.25,9.25,9.4
1001960,4,4.25,7,6,8,6
1001962,8.6,6,8.5,7.25,9.5,9.8
1001963,7.4,5.75,7.75,6.75,8.25,9.2
1001964,8.6,4.5,6.75,6.75,6.75,8.8
1001965,7.4,3.75,6.75,8.25,8.5,8.2
1001969,5.6,5,7,5.75,8.5,4.8
1001970,8.4,3.75,5.25,6.75,9,9.4
1001971,7.2,6.25,7.5,8.75,8.75,6.2
1001972,9.2,5.5,6.75,8.5,8.75,9.6
1001976,7.6,4,6,7.25,6.75,7.4
1001979,3.4,5,8,7.25,9.25,2.8
1001980,7.2,5.75,6.25,7.5,7.75,8.8
1001981,7.8,5.5,5.75,7.75,7.5,9.4
1001982,7.2,5.5,6.25,7.25,7.75,8.6
1001984,7.2,5.5,7,8.5,8,8.6
1001991,7.8,6.25,8.5,7.5,9,9.4
1001992,6.4,5.75,8.5,7.75,7.75,8.8
1001993,7.2,3.5,5.25,7,6.75,9.2
1001994,7.8,8,8.5,7.5,9.25,8.8
1001996,6.2,4,6.5,6,8.5,5.6
1001997,4.6,6,6.5,6,6.5,8.2
1001998,7,7.5,6.75,5.25,8,8.6
1001999,7.6,5.25,8.25,7.5,8.75,9.4
1002004,8,7,8.25,7.25,9.25,8.6
1002008,2.4,4.5,6,6.75,8,4.6
1002009,8.2,7.5,7.25,7.75,9.5,9.8
1002011,5.4,6,7.75,7,8,6.6
1002012,7.8,3.5,7.25,7.25,7.25,8.4
1002014,8.6,4.75,7.75,8.5,9.25,9
1002018,7.8,4.75,7,8.5,9,9.4
1002019,8.4,4.75,8,8.25,9.25,9
1002022,6.8,3.25,5,7.25,8.25,6.2
1002024,7.8,6,6.75,7,8,8
1002027,5.4,3.75,7,7.25,7.5,7.6
1002030,8,8.25,8.25,7.25,9,9.2
1002031,6.2,5.75,8.25,6.5,9.5,9.2
1002032,7,5.75,7.75,7,8,9.2
1002034,9.2,6.25,7.5,7.5,9,9
1002035,6.2,8.25,7.5,8,9.25,6.6
1002036,7.4,4.25,6.5,7.5,8,7
1002042,7,5.5,6.75,8,8.5,7.4
1002044,8.6,7,7.75,8,9,8.8
1002050,8.2,5.5,7.5,8.5,10,9.8
1002051,6,5.75,8,5.75,9,9.4
1002056,7.6,4.75,7.75,8,7,7.8
1002057,5.6,6,6.25,7.75,8,8.4
1002058,7.6,6.5,7,8.25,7.25,9.2
1002059,7.8,6.25,8.75,8,8.5,7
1002060,8.6,6,5.75,8.75,7.75,9.6
1002061,5.8,10,9,9,9,8.8
1002062,8.4,4.75,7,8.25,8,9
1002063,5.8,4.25,7.25,6,9.5,7.8
1002064,8.2,4.25,6.75,7.75,9.25,9.4
1002067,8.6,4,7.5,9,7.75,9.4
1002068,8.8,7.75,7.75,7.25,9,9.6
1002069,8.6,6.75,8,9,7.75,9.4
1002070,8.2,5.5,6.5,8,8.75,9
1002073,4.8,5.5,6,5.75,7.5,4.4
1002080,7.6,5.25,9,7,9.5,6.8
1002082,8,4.5,9.5,8.25,9.25,8.4
1002083,4.2,3.5,6.25,6.5,9,6.8
1002084,7.8,5.5,6,8.5,8.25,9.6
1002085,8,6,7,8.5,9,10
1002086,8.6,6.5,7,8.75,9.75,7.6
1002087,8.4,7.25,7.5,9,8,9.6
1002088,8.2,5.25,7.25,9,7.75,9.4
1002089,8.4,8,8.25,8.5,9.75,9.4
1002091,5,4.25,6.75,6,8.75,3.8
1002092,8.8,5,9.5,7.25,7,9.6
1002094,8.2,6.25,7.5,8.5,9.5,9.4
1002097,8.8,7.75,7.5,9,9,9
1002100,6.8,4.5,7.75,7,9.5,9.2
1002101,8.8,6.25,7.75,8.25,9,9.2
1002102,4.2,3.5,6,5.75,7,2.4
1002103,8.2,3.25,6.5,8,8.75,9.2
1002104,7.8,6.75,7,8.25,8.5,8.6
1002105,7.8,7.5,8.25,8.75,9,9.6
1002106,7.6,5.75,8.25,8.5,9.5,9
1002107,8,5.75,6.5,8.25,7.75,8.4
1002108,7.4,6.75,8,7.5,7.75,9.4
1002109,7,8.25,8.75,8.5,9.5,9
1002110,8.4,4,7,8.5,9,7.8
1002111,8.2,6.75,8.5,9,9.25,9.4
1002112,6,7.25,8,9,9.25,7.4
1002113,8.6,2,6.5,7.5,7,9.6
1002114,7.6,5.25,7,8.75,8.25,7.6
1002115,7.4,7.5,7.5,8.5,9,9.6
1002116,8.2,6,7.5,8.75,7.5,9.4
1002117,8,6.25,8.25,8.75,8.75,9.2
1002118,6.6,3.25,6.5,6.5,9,5.6
1002119,7.2,4.25,8.5,7.5,7.25,8
1002120,8.2,4.5,7,7.5,8.5,8.4
1002121,8.2,4,7.75,8,7.5,9.2
1002122,8,5,6.5,8,8.25,9.2
1002123,8,4.75,7,7.75,9.25,9.4
1002124,8.4,6.5,8.25,8.25,9.5,8.4
1002125,7.6,5,6.25,8.5,8.25,9
1002126,5,8,8.5,9,9.5,8
1002127,8.8,5,8,8.5,9,9.2
1002128,5.6,4.5,7.5,8.5,8.5,6.8
1002129,7.8,4,7.25,8.5,8.25,7.8
1002130,7.6,2.5,4.75,8.5,7,8.6
1002131,8,6.5,7.5,9,8.75,9.2
1002132,7.6,7,8,7.25,6.75,8.2
1002133,7,3.75,5.75,8,7.75,6.4
1002134,7.4,4.25,7,7.75,9,5.8
1002135,7.2,5.5,8.75,8,8.25,9.8
1002136,4.8,3,7.5,8,7.5,6.2
1002137,7.2,5.5,7.5,8.5,7.25,9.4
1002138,9.2,7.5,8.5,8.75,8.75,9.6
1002139,9,4.5,7.75,9,8.75,9.8
1002140,8.6,6.5,8.5,8.25,8.5,10
1002150,7.6,5.25,7,9.25,8.25,8.8
1002151,5.6,3,5.75,7.25,4,7.6
1002155,6.4,3.5,5.5,7.75,8.25,9
1002156,9,7.5,8.25,8,8.25,9.2
1002160,8,5.5,7.5,7.75,8.25,9.4
1002164,5,5,4.75,7.75,6.75,8.2
1002166,7.8,3.25,6.75,6.75,7.5,7.8
1002167,5.8,7.25,8,7.25,9,9.6
1002168,8.2,2.75,6,7.25,8.75,8.8
1002169,7,5.5,6.25,4.25,7.25,9
1002170,8.4,6.25,7.75,8,8.5,9.6
1002172,9.2,7.25,8.5,9,9.25,9.2
1002173,7,7.5,8.5,7,9.5,8
1002174,7.4,7,8.75,7.75,8.75,9.2
1002179,6.4,6.5,9.5,7.5,8.5,5
1002180,4.2,6,5.75,7.25,8.25,6.4
1002182,3.4,3,5.5,4,5.5,4
1002183,8,5.75,8.5,9,9.25,9.4
1002185,6.6,9.25,8,7.75,9.5,7.2
1002186,8.8,6.5,8.75,8.75,8,9.4
1002187,5.6,5,8.5,8,8.75,6
1002188,8,8,8.75,8,9.25,8.6
1002189,7.2,3.75,7.25,7.25,9,7.6
1002190,6.4,4.5,6,4.25,9.25,6.2
1002191,7.8,3.75,7.5,6.25,8,9.4
1002195,7.4,7,7.25,6.5,7,7.2
1002200,5,7,8.25,6.75,7.75,8.4
1002201,8,3,5.75,8,9,8.6
1002205,5.8,3.25,7.5,6.75,6.5,6.2
1002206,6,3.5,4.75,5.75,5.75,5.6
1002207,7.8,4.5,7.25,7.5,8.5,8.4
1002208,7.6,5,7.25,4.75,8,9.2
1002209,8.6,7.75,6,4,8.75,2.8
1002211,3.8,4,5.25,4,7.5,7.4
1002213,8,4.75,5.5,8,7,9
1002214,7.4,5.5,8.75,7.75,9.25,9
1002215,7.6,4.75,7,7.5,9.5,9.8
1002217,4.8,4.75,6.5,4.5,6.25,5.8
1002218,8,6.5,8,7.5,8.5,10
1002219,5.2,6.5,7.25,7.75,8.5,5
1002220,8.2,5.25,8.25,8,7.5,9.2
1002221,8.6,6.5,7.25,9.25,8.75,10
1002223,8.6,6,7.75,7.5,8.5,8.6
1002227,7,4.5,4,8,8.25,8.8
1002230,8.8,8,8.75,8.5,9.75,9.4
1002231,9.4,7.25,9.25,9.25,9,9.2
1002232,4.8,3.25,7.25,6.25,8,8.2
1002233,7.6,3.75,6.75,6.5,8.25,9.4
1002234,5.8,2,7,6,6.5,8.8
1002237,8,5.25,6.75,7.75,6.75,8.6
1002242,8.8,5.75,7,9,8.75,8.8
1002243,6.4,4,6.5,8.5,6.25,8.4
1002244,7.2,8,8.5,8.5,9,8.4
1002245,8.8,8.25,7.5,8.5,9.25,9.4
1002246,8.4,3.75,6.75,8.75,7.75,9.8
1002251,8.8,4,6.75,9.5,8.5,8.8
1002255,7.2,5.5,7,9,8.5,8.8
1002256,8.2,5.25,8,8.25,8.75,8.6
1002257,7.6,3,5.75,8,8.75,6.6
1002258,8.6,8,8,8.5,9.75,9.8
1002259,8,4.5,6.5,9,8.75,8.8
1002260,8.4,6.5,7,8.75,9.25,9.8
1002261,8.2,6.5,8.25,8,9.25,8.8
1002262,8,6.5,8,7.5,8,9.2
1002263,7.4,8.75,8.75,8.25,9.5,9.2
1002264,6.6,4.75,7,8.75,9.5,6.6
1002265,8,6.5,7.5,7.5,9.25,9.4
1002266,8,7.5,8,8.75,9,10
1002268,8.4,5.5,7.25,8.25,9,9.2
1002269,8.8,6,5,8,8.75,9.6
1002270,7.8,4.75,6.25,9.25,9,8.4
1002271,7.6,5.25,8,8.5,8.25,6.8
1002272,5.4,6.75,8,8,7.75,5.8
1002273,6.8,5.25,5.5,8.25,6.5,9.2
1002274,6.4,6.75,9,7,9.5,7
1002276,7,4.5,5.75,6.75,7.75,6.6
1002277,7.6,4.75,8,7,7.25,9
1002278,9.2,8.5,9.75,8.5,9.25,8.6
1002279,7,5.25,7.5,6.5,9.75,8.8
1002280,9.2,3.75,6.5,9,5.75,9.2
1002281,7.6,5.5,6.75,8.75,9,10
1002282,8.2,7.25,7.75,8,9.5,9.6
1002283,8,4.25,7,9,8.25,9
1002284,3,2.25,5,3.5,7.5,4.8
1002286,8,4,7.75,8,8,8.4
1002287,8.6,6.25,7.25,8.75,9.25,9.4
1002288,8.4,5.25,7.5,8.75,8.5,9
1002289,7,2.5,5.5,8.25,7.5,6.8
1002290,7,2.75,5.25,7.75,6.5,8.8
1002293,8.4,4.25,7,8.5,8.75,9.6
1002294,7.2,5.5,7.25,8.75,9.5,9
1002295,7.2,5,7.75,7.75,8.25,8.8
1002297,7,3,8,7.5,8.5,4.4
1002298,7.4,6.5,8.25,8.5,9.25,9.2
1002300,8,4.75,7,9,8,9
1002302,7.8,5.25,7,8.75,9.5,9.2
1002303,7.8,6,8.25,8.5,9.25,9.8
1002306,8,5.5,7,8.25,6,7.4
1002307,7.8,4.75,5.75,8,7.5,8.6
1002308,6.4,3.75,6.5,7.5,9,7.8
1002310,2.4,2.5,4.25,5,6,3.6
1002311,7.4,9,9.25,7.5,8.5,7.2
1002312,7.6,4.25,7,7.25,8.25,8.4
1002313,5.8,4,6.75,7.5,7.75,4.2
1002314,4,4.25,6.75,7,9.5,9
1002316,8.4,3.25,6.5,8,7.75,9
1002318,4.4,3.25,6.75,5.5,9,3.2
1002319,7.4,7.5,7.75,7.5,8.75,9.6
1002322,4.6,4.75,8.5,7.25,8.75,4.4
1002325,5.6,3,5,6,7.25,2.2
1002327,3.4,3.5,6.75,5.5,8.5,4
1002328,8,3.75,6.5,7,7.25,10
1002330,8.2,5,8.5,7.25,9.25,10
1002337,8,4.5,6,7,8.5,9
1002338,8,7.75,8,7.75,8.75,9.4
