id_examinee,math,history,geography,literature,civic_education,english
1002344,6,5,7.25,6.25,9,8.6
1002348,8.4,6.5,7.75,8.25,9.5,9
1002349,8.2,5,7.75,7.75,8.5,9.4
1002350,7.8,6,7,6.75,9.25,8.2
1002352,8.6,6.75,8.5,8.25,9.25,9.6
1002353,6.6,3.25,6,7.25,8,4
1002354,7.4,4.5,5.75,7.5,6.5,9.2
1002355,7.6,7.75,8.75,7.5,9.75,9.4
1002357,8,5.25,6.25,8.25,7.75,9.4
1002358,7.4,5.5,6.25,7.25,7,9.6
1002360,6,4,6.5,8,7,7.8
1002361,7.8,5.75,6,8.75,9.5,8.8
1002362,8.2,5.25,7,8.75,8,9
1002363,7.8,5,6.75,8.5,8.25,9.6
1002365,8.4,5.25,7.25,8.75,9.25,9.8
1002366,5,3.25,7,7.25,8,8.8
1002378,5.6,6.25,8.75,8.5,7,6.6
1002380,8.4,7.5,8.5,7.5,8.75,9.2
1002381,8.2,6.75,9.5,8.5,8.25,9.2
1002382,7.2,5.25,6.75,7.5,9.5,9.4
1002383,7.8,4,6,7,7.75,7.2
1002384,6,7,8.75,7.5,9.5,5.4
1002387,7.6,5.5,7.25,8.5,8.5,8.2
1002388,3.4,4.5,7,6.75,7,6.6
1002389,7,3.75,6.75,9,7.25,8.4
1002393,7.6,1.25,5,8.25,6.25,8.6
1002394,8.8,4.5,7.5,8,8.25,7.2
1002395,7.8,4.75,7.5,8.25,8,8.8
1002396,7.2,4,6.25,8.25,8.5,6.8
1002397,3,2.25,6,6.75,5.5,3.8
1002399,4.8,4.5,8.25,7,9,5.2
1002400,8.2,7.25,7.5,8.75,7.75,9.6
1002402,7.4,4.25,7,6.25,7.75,5.2
1002403,6.4,4,7.5,8,8.25,9.4
1002404,7.4,4.75,7.75,7,9.25,9.6
1002405,6,3,5.25,6.25,7.5,6.2
1002406,8.4,3,6.25,8.25,6.5,8.4
1002408,7,3.75,5.75,6,9.75,7.4
1002409,9,5.75,7.75,9,9.5,9.8
1002410,6.6,5.5,7.5,7.5,8.5,8.4
1002412,8.4,3.75,5.75,8.75,9,8.8
1002414,8.2,7.75,8.75,8.25,9.25,9.4
1002415,7.8,3.75,6.75,9,7.75,8.4
1002416,7.6,4.25,7.25,8.5,7.5,9.2
1002417,8.4,7,7.75,9,9.25,9.4
1002418,8,5.5,7.5,9,9,9.6
1002419,3,3.75,7.25,7.5,8.25,7
1002420,7.6,5,6.25,5.75,8.5,5.6
1002421,6.4,4.75,6.25,6.75,7.75,9.6
1002423,6,5.25,6,6.75,6.5,3
1002424,6.4,3.5,6.5,6.25,8,6.4
1002425,7,4.75,6.5,8.5,7.75,6.4
1002428,6.8,7.75,8.5,8.5,9.25,8.6
1002429,8.8,5.75,4.75,8.25,8.25,9.4
1002431,7.4,5.75,6.75,8,7,8.8
1002432,7.8,2.75,5.25,8,7.5,8.6
1002433,7.8,5.75,8,8.75,8.75,9.6
1002434,8,4.5,8,8.5,7.75,9.4
1002435,4.8,2.5,5.25,7.75,8.25,6.6
1002436,7.6,3.25,5.75,8.5,8,9
1002437,8.8,4.5,7.5,8,9,8
1002439,8.4,5.5,8,8.75,8.75,8.4
1002440,8.8,7.25,9,8,9.25,9.4
1002441,9,4,8.75,9,8.5,9
1002442,7.8,4,6,8,7.75,9.8
1002443,6.4,5.25,6.75,8.25,6.25,8.8
1002444,7.8,6,7.25,7.25,8.25,9.8
1002446,8.4,7.5,7.75,9.25,8.5,9.4
1002447,8.2,4.25,7,8.5,8.25,9.2
1002449,7.6,7.25,8,8.5,8.25,9.4
1002450,8.2,4.5,6,8,7.5,8.8
1002451,7.6,5.25,7.75,9,8,9
1002452,7.2,8.5,9,8.5,7.25,7.2
1002453,7,4,6.5,8,8,6
1002454,8,7,9.5,8.5,9.75,10
1002455,7.8,5,7.25,8.75,9.5,8.8
1002456,7.4,4.5,7.25,8.25,7,5.4
1002457,8.2,4.75,7.25,8,9.5,9.4
1002460,8.4,4.5,7.75,9.25,8.75,9.2
1002461,8.4,7,8,8.5,9.75,9.8
1002462,9,7,8.25,8.25,9.5,9.4
1002463,7.4,5.25,8.25,7.75,9.5,9.8
1002465,7.8,2.5,8,8,8.75,9
1002466,7.6,4.25,6.5,8.5,8.25,9.2
1002467,8.2,2.75,6.75,9,9.75,10
1002468,8.6,4.75,8.25,9.5,8.25,9.6
1002469,8,4,6.75,8.75,7.5,8.2
1002470,7.8,5,8.25,8,8.75,8.8
1002472,8.4,4.5,7.5,8.75,9,9.4
1002473,7.8,3.5,7.25,9,9,9.4
1002474,7.4,4.5,6.75,8.25,7.25,9.2
1002475,8,7.75,9.25,8.5,9.5,9.8
1002476,7.6,6.5,7.25,8,9.25,9.8
1002477,6.4,4.5,7,7.5,9,6.6
1002483,3.2,3.75,6,6.5,7.5,3.4
1002484,6.4,5.5,6.75,8,8.25,6.4
1002486,8,4,4.25,8,5.5,8
1002487,9,3.5,4.5,9,8.5,9.8
1002490,4.6,3.25,5.75,6.25,6.25,3.6
1002492,7.6,3.5,7.5,8.5,7,8.6
1002494,7.4,7.5,8.5,7.25,8.75,9.6
1002498,7.6,5.5,6.75,6.5,7.25,2.2
1002499,8.2,5.25,7.25,6.75,8.25,7
1002500,8.8,7.75,9.75,8.5,9,9.4
1002501,8.2,6.5,6.5,8,8.75,9.4
1002502,8.4,5.25,7.75,7.75,7.25,9
1002503,7,4.5,6.25,7,8.25,9.2
1002504,6.6,3.5,7,6.5,7.5,8.4
1002505,6.8,2.25,5.75,5,6.25,4
1002507,7.8,5.5,6.75,8,9.5,9.8
1002508,5.4,6.25,6.5,6.75,9,8.8
1002511,8.6,7,7.25,8.75,9,9
1002512,6.2,4.5,6.75,7.75,6.5,8.6
1002516,5.4,3.5,5.75,7,6.75,3.8
1002520,7.6,3.75,6.75,8.25,6.25,7.4
1002522,8.2,4,7.25,8,7.75,9.2
1002523,6.6,4.5,7.75,9,7.25,7.8
1002524,4.6,4,6.5,7,8.5,7
1002525,8.2,3,6.25,7,7.25,7.8
1002526,7.4,2.75,6.25,7.75,7.75,6.4
1002528,3,4,5,4.25,8.75,2.4
1002529,8.8,5.25,6.75,8.5,9,8.8
1002530,7.6,6.25,7,8.5,8.5,9.6
1002533,9,5.5,8.25,8.75,8.75,9.8
1002535,7.6,7,7,8,9.25,6.8
1002537,5.4,3.25,7.5,7.5,7.75,6.4
1002539,7.8,5,6.25,8.75,9.25,8.8
1002540,9,4.5,5.75,9.25,9.25,9
1002542,7.4,5.5,8.25,8,8.75,8
1002543,6.6,5,8,8.5,9.25,8.2
1002545,7.4,7,8.25,8.5,9.25,9
1002546,8,4.5,7.75,8.25,9.25,8.2
1002547,7.2,4.5,7,9,9.5,8.4
1002549,7.4,3.5,6.5,8.25,8.75,9
1002550,8.2,6.25,7.5,8,8.75,9.8
1002552,9.2,4,7.75,8.5,9.25,9
1002553,6.6,2.25,7,7.75,7.25,6.2
1002554,8,4.5,7.5,9,9.25,8.6
1002555,6.2,8,9,9,9.25,5.2
1002557,8.6,5.25,7,9,9.5,9
1002558,8.4,6.25,7.25,7,7.5,9.8
1002559,8.8,8,8.25,9,9.25,10
1002560,6.8,4.25,6.75,7.5,9,7.6
1002562,7.2,5,8,7.25,8.25,9
1002563,8.4,5.75,7.75,9,8.25,9.2
1002564,8.2,4.5,6.75,8.25,8,9.2
1002565,8.8,4.75,7.25,8,7.5,9
1002567,8.6,7.25,7.75,8.75,9.5,8.6
1002568,7.8,4.5,6.5,8.75,6.75,9.4
1002569,2,3.75,5.5,4.25,5,5.8
1002571,8.6,4,6.75,7.75,5.75,8.2
1002573,8.6,6,7,8.25,7.5,9.6
1002575,5.4,8.25,8,5.75,9,7
1002578,7.6,4.5,8.25,7.5,8.75,9.4
1002580,6.8,7.25,8,6.75,9.75,9.2
1002583,2.4,4.5,6.5,6.25,8,4
1002584,6.6,4.75,7,4.25,8,6.2
1002586,7.8,4.25,7.5,7.5,8.25,9.2
1002587,8,8,7.75,8,9,9.4
1002590,8.4,5.5,7.5,7.75,7.75,9.4
1002596,7.6,7.75,8.75,7,9,9.6
1002597,8.4,5.5,7.25,8.25,8.25,8.8
1002601,7.8,7.75,9.25,8.5,7.25,6.4
1002604,5.2,4.5,6.25,7.5,7.75,8.2
1002606,6.4,4.5,6.5,6.25,6.25,7
1002608,6,4.25,6.5,5.5,9,7.2
1002610,7.8,7.5,8,6.75,8.5,9.4
1002611,8.4,6.25,7.5,8.75,7.75,8.6
1002613,3.8,4.25,6.5,6.5,8.5,6
1002615,8.4,6.5,6,7.25,9.25,9.6
1002616,6.2,6,6,5.5,8.75,6.2
1002623,7,5,7,7,7.25,5.2
1002624,7.6,4,6.75,7.75,7.75,7.8
1002626,9.2,8.5,6.75,8.25,9.5,9.6
1002628,7.2,3,6.5,6.75,8.5,5
1002629,8.6,3.75,6.75,8,6.25,9.6
1002630,6.2,4.5,7,7.5,7.75,8.8
1002631,8.2,5,6.25,8.25,7.75,5.8
1002637,7.4,4.5,6.5,7.75,7.5,7.6
1002638,8.8,5.75,7.5,8,8.25,8.8
1002641,8.8,3.5,4.75,7.25,7.75,8
1002644,7.6,7.5,8.25,7.75,9,9.8
1002645,7,6.5,7.5,7,6.75,8.8
1002647,8.2,7.5,7.75,8.5,9.5,9.8
1002654,7.2,5.75,8.75,8.5,9.25,8.8
1002657,8.6,8.75,9,9,8.75,9.4
1002659,5.8,4.75,6.5,8,8.25,5
1002660,5.6,5.5,7,7.5,7.5,3.6
1002661,7,5.25,6.75,7,8.25,5.4
1002662,8.2,3,5.75,8,7.5,8.2
1002663,7,4.75,7.25,8.25,8.5,9
1002664,8.4,6,7.5,7,8.75,9.2
1002665,6.6,4,7,6.25,9.75,3
1002666,9,6.5,8.5,6.75,9,9.4
1002667,8.4,4.75,5.5,7.25,6.5,8.2
1002668,8.4,5.75,8.25,8,8.25,9.2
1002669,6.6,3.75,6.5,8.25,6.5,8.8
1002670,7.2,5.25,7.5,8,9,10
1002671,8,4.25,7.75,7.5,9,9.8
1002672,8,6,7.75,8,8,8.4
1002673,6.6,6.5,7,8.5,9.5,8.4
1002674,8,3.75,5,7.5,8,9
1002675,4,4.5,6.25,6.5,9.5,3.4
1002683,6.2,9,9.25,9,10,7
1002684,7,4.25,7.75,7.75,9.25,8.6
1002685,8.2,6.25,7.5,7.25,9.25,9.4
1002686,6.2,5,7.75,7.5,8.75,5.4
1002687,8,5.25,8,8.75,8.75,8.6
1002688,8.6,5.75,8,8.5,8.75,9
1002689,6.6,6.5,6.75,6.5,9.5,8.8
1002690,9,6.25,8,8.25,8.75,9.8
1002691,9.2,9.5,9.75,8,9.75,9.8
1002692,7.6,6.75,7,8.5,9.25,9.2
1002693,7.8,8.25,7.25,8.75,7.5,8.8
1002694,7.2,2.5,8,6.75,8.5,8.6
1002695,6.6,5.5,6,8.75,6.5,9.6
1002696,4.8,7.75,8.75,7,8.25,8
1002697,7.4,5.75,6,8.25,7,9.8
1002698,7,7,10,7,8.25,9.4
1002699,9,4.5,8,8.75,8.75,8.8
1002700,7.4,6,7.75,8.5,8.75,9.8
1002701,7.2,5.5,8.25,8.5,9.25,8.8
1002702,8,6.25,6.5,8,9.25,9.6
1002703,8.6,6.75,7.25,8.25,7.5,9.6
1002704,8.2,7.25,8.5,8.25,9.5,9.6
1002705,8.2,3.75,7.25,8,8.5,7.4
1002706,6.8,5.75,9,8.5,9.25,7.2
1002707,8.6,8.25,8.75,8.25,9.5,9.4
1002708,7.6,5,6.75,8.75,8.75,8.2
1002709,8.8,5.5,8.5,9,9.25,9.6
1002710,8.6,9,9.25,8.5,9.75,9.2
1002711,8.2,4.75,7,9,8.25,9.4
1002712,5.6,5.75,7.5,7.75,9.25,7
1002713,9,4.25,7.5,7.75,9.25,9
1002714,7.6,3.75,5.75,7.75,7.25,7.6
1002715,4.2,3.25,6.75,6.25,7.75,4.8
1002716,8.6,8.75,9.25,8,10,9.4
1002718,7.8,5,7,8.25,8.25,8.6
1002719,8.4,3.25,5.25,8,7,9.8
1002720,8,8,7.25,8,9.5,9
1002721,7.2,6,7.5,8,7.75,9
1002722,8.8,4.5,7,8.5,8.5,9.6
1002723,7.2,7.75,9.25,8.25,9,7.8
1002724,7.8,4.75,7.5,7.75,7.25,9
1002725,6.2,3.5,5.5,6.75,8.75,5.6
1002726,8,5.75,7.75,8.25,8.25,9.4
1002727,6.4,7.75,8.75,8.75,8,8.2
1002728,7.4,4,7,5.25,8.25,8.8
1002729,6.4,4.75,6,6,7.25,7.8
1002730,7,3.5,6.75,7.25,7.25,8.8
1002731,3.2,3.5,0,3.75,0,3.6
1002732,4.6,4.25,5.75,6.75,7.5,8
1002733,8,4.25,5.5,8,7,9
1002734,8.8,3.25,7,8.75,7.75,8.2
1002735,6.2,4.25,6.25,8.25,7.25,5
1002736,8,6.75,6,8.5,7.5,9.6
1002737,7.6,6.25,7.75,8.25,8,8.4
1002738,6,4,7.5,6.5,9.75,4.8
1002739,8.4,6,8.5,7.75,9.25,9.4
1002740,5.4,4.75,5.25,7.5,6.25,5.2
1002741,7.6,9,8.75,8,9.75,3.8
1002742,8,5,7,7.75,9.25,8.6
1002743,7.4,8.5,9,7,9,8.8
1002744,8,3.5,7,7.25,8.75,8.4
1002745,7.8,6.75,5.75,6.25,8,8.4
1002746,5.2,6,5.75,6.75,8.75,5.2
1002747,8.8,4.75,6.5,7.5,8.5,9
1002748,7,4.75,6,8,8.5,8
1002749,2.4,6.75,7.5,6.75,8.25,7.6
1002750,6.6,5,8.25,7.5,8.5,8.8
1002751,6,5.5,7,8,9.5,8.8
1002752,8,7,7.25,7.5,9,9.8
1002753,6.2,4.25,6.75,6.25,7.25,9
1002754,5,3,5.5,6.25,8.25,3.6
1002755,4.6,5.25,7.5,7.25,8.75,4.4
1002756,4.2,2.5,3,5.5,7,2.2
1002757,7.6,6.75,8.5,5.75,9,9.2
1002758,7.6,6.75,7.75,7.25,7.75,8.6
1002759,8,6.75,8.25,6,7.75,8.4
1002760,8.2,3,7.5,6.5,7.25,7.8
1002761,7,4,7.5,8.25,8.75,8.2
1002762,7.6,3.25,6.5,6.25,9.25,6.6
1002763,7.8,3.75,6.75,8.5,8.25,9.2
1002764,3,2,4.75,4.75,6.5,3.4
1002765,9.2,6.75,9,8,8.25,9.8
1002766,8,5.5,7.75,8.5,8.75,9
1002767,7,4.25,7,8.75,6.75,7.4
1002768,6.2,5.5,7.25,7.5,6.5,8
1002769,6,5,6.5,6.75,8.25,6.4
1002770,8.6,5.75,8.5,7.5,9,9
1002771,7.8,5,7.5,8.75,8.5,8.2
1002772,7.8,5.75,6.75,8.25,7.75,9
1002773,7.6,3.25,7,8.25,7.5,9.4
1002774,7.4,2.75,7.5,8.25,6.75,7
1002775,7.6,2,6.25,8.25,7.25,8.8
1002776,6.6,5.25,6.5,8.25,7.75,7.8
1002777,3.4,4.25,5.5,6.5,7.25,3.8
1002778,7.4,3.75,7.25,6,7.5,7.8
1002779,5.6,4.25,4.5,6.75,6.75,8.4
1002780,8.2,5.75,6.5,8,8.75,9.2
1002781,7.2,4.25,6.75,9.5,9,7.4
1002782,7.4,6,7.75,8,9.25,9.2
1002783,6.6,6.75,7,8,9,9.2
1002784,7.8,7.5,8.5,8,9.25,6.6
1002785,7.6,7.25,8.5,4.75,9,8.8
1002786,5.8,4.25,8,8.75,8.75,7.6
1002787,6.8,3.5,5.75,6.25,7.75,7.2
1002788,6.4,5,6.75,8,8.75,7.4
1002789,6.8,4,7.25,6.25,7.5,7.6
1002790,8.8,7.5,8.5,7.75,10,8.4
1002791,7.6,7,7.5,8,6.75,9.2
1002792,5.8,6.5,5.5,6.75,8.5,8.2
1002793,5.6,3.75,6.25,3.75,8,7
1002794,7.4,4,7.25,7,8.75,8.8
1002795,7.4,4,7.5,7.5,9,7.8
1002796,8.6,6,8.75,8.25,7.75,9.2
1002797,5,4,8.25,6.75,9,6.2
1002798,9.4,7.75,8.75,7.5,9.5,8.8
1002799,8.4,6.5,7,8.75,9.25,8.8
1002800,8.8,5.5,6.25,8,8.5,9
1002801,4,5.5,5.25,5.75,7.25,7.8
1002802,7.8,6.25,6,8,9,7.8
1002803,8.4,7.5,9,7.25,9.25,7
1002804,8.4,4.5,6.25,6.5,8.5,8
1002805,8,2,6.25,8,8,9
1002806,8.2,5.5,8.25,8.5,10,9
1002807,7.8,4.5,6.75,8.5,9,9.2
1002808,8.2,6.25,7.75,8.5,9.5,9.8
1002809,8.4,4.75,10,8.75,8.5,9
1002810,8.2,5.75,6.25,8.75,8,9.6
1002811,6,6.25,7.25,8.25,7,3.6
1002812,7.8,4.5,7,8.5,8.25,9.4
1002813,8.2,6.25,7.25,8,6.25,8.4
1002814,8,6.5,8,7,8.25,10
1002815,3.4,2.75,5.5,5,6.75,2.2
1002816,9.2,4.75,6,8,8.25,8.6
1002817,9,7.75,7.5,9,8.5,9.4
1002818,8.4,5,7.25,8.5,8,9.2
1002819,7.2,6.25,7.5,8.75,7.5,9
1002820,7.6,4.5,7.75,7.5,9,9
1002821,8.6,7.5,8.25,7.5,9.25,9.8
1002822,6.2,4.25,6.25,6.75,7.25,9
1002823,8.2,6.25,7.75,8.5,9,9.6
1002824,4.2,4,7.5,5.25,9.25,3.6
1002825,8.2,5,7,8,9,9.4
1002826,8.2,4.75,8.25,8.25,9.5,9.2
1002827,7.6,5.25,8,8.25,9.5,7.8
1002828,7.8,6.75,8.5,8,9.25,9.6
1002829,6,4.75,7.25,7.75,8.25,6
1002830,8.2,8.75,8.5,8.5,9.5,9
1002831,8.8,6.5,6.75,8.75,8.25,9.6
1002832,7.8,6,7.25,8.25,9.5,9.2
1002833,5.8,3.75,6.5,7.75,9,8.4
1002834,7.6,5.5,7,8.5,7.5,8.8
1002835,6.8,6.5,8.25,8.25,8,9.6
1002836,7.4,8.5,8.75,7.5,9.5,6.6
1002837,4.4,7.75,9.75,8,8,9.2
1002838,7.2,3.75,5.75,9,7.75,7.4
1002839,7.2,5.5,6.5,7.75,6.25,8.6
1002840,6.2,3.75,5.75,7.25,7.25,7.4
1002841,7.8,3.75,6.75,9,6.25,7.6
1002842,4.6,3.5,6.5,8.5,6,6.8
1002843,7.8,4.5,6.5,7.5,9,9
1002844,5.8,4.25,5.25,7.75,8.5,7.8
1002845,4.4,3,7,8.25,7.75,7.4
1002846,8.6,4.5,7,8,8,7.8
1002847,5.6,2.25,5.25,8,8.25,7
1002848,7.4,3.5,5.75,8.5,7,8.6
1002849,5.4,4.5,7.75,8,8.75,5.4
1002850,8.2,6.25,7.25,8.75,9.5,8.6
1002851,4,4.75,6.75,6.75,8.25,2
1002852,7.8,7.25,9.5,8.75,8.25,9.8
1002853,7.8,5.5,7.25,9,8,9.2
1002854,7.4,4.5,5.5,8,7.75,8.4
1002855,8.2,6.5,8,9,8.25,9.2
1002856,7.2,6,8,8.75,8.25,4.4
1002857,9.2,4.75,6.5,8.5,7.25,9.2
1002858,8.2,4.25,7,7.75,8.75,8.8
1002859,5.2,3,7.25,6,9,4.4
1002860,8,6.25,8.25,7.25,9.5,9.2
1002861,8.8,5,7,8,8,8.6
1002862,7,2,6.5,6.5,9.5,5.8
1002863,8.4,5,6.75,8.75,9,9.2
1002864,6,3.25,5.75,4.5,5.5,6.2
1002865,7.4,6.5,7.75,9,8.5,9.6
1002866,8.6,7.5,7.25,8,7.75,9.2
1002867,7.6,5.25,7.25,6.5,9.5,8.8
1002868,7.6,5.25,7.5,8,8,8
1002869,8,6.75,7.25,7.25,9,9.4
1002870,6.2,5.75,5.75,7.75,7.75,7.6
1002871,8.6,5.25,7.5,8.75,7.75,9.6
1002872,7.2,8,8.75,8.75,8,8.6
1002873,8.8,5,6.25,8.25,6.75,9.4
1002874,7.8,5,6.25,7.25,9,8.8
1002875,8,5,7.5,8.5,6.75,9
1002876,7.2,5,6.25,8.5,8.5,8.2
1002877,7.8,5.5,5.5,9.25,7.5,8.8
1002878,8.6,5,7.25,8.25,8,9.4
1002879,8.8,6.5,8,8.75,8.5,9
1002880,8.4,7.25,8,8,8.75,9.6
1002881,7.6,7.5,9,8.75,8,7.4
1002882,8.2,6.5,8,8.5,8.5,9.4
1002883,7.4,4.5,6,8.5,6.75,8.2
1002884,6.8,7.75,8.75,8.5,9,7.8
1002885,7.8,4.5,7.5,8.25,9,9.2
1002887,8.8,3,6.75,8,8.75,8.8
1002888,7.2,5,7.75,8.5,8.75,9.8
1002889,8.2,4.75,7.5,8,8.5,9.2
1002891,8,5,7.25,8.25,8.25,9.4
1002893,8.6,5.5,8,8.25,7.75,8.8
1002895,7.2,4.25,7.25,8.75,8.5,7.4
1002896,8.4,7.5,7.5,8.25,10,9
1002897,7,9.25,9.5,9,9.25,9.6
1002918,8.4,4.75,8.25,8.25,8.25,8.8
1002919,7.4,6.75,6,8.5,8.75,9.8
1002920,4.6,4.75,6.75,7.25,8.5,8
1002922,8.6,4,6.75,7.5,9.25,8.8
1002923,7.4,4.5,6.75,7.5,7.25,8.6
1002924,8.8,5.25,6.75,8.75,8.5,10
1002925,3.8,4.25,5.25,6.5,7.5,3.4
1002926,7.8,4,7.5,8,8.75,9.4
1002928,7.4,4.75,6.75,7.25,9.5,8.2
1002929,6.4,3.5,4.75,5.5,8.5,7.2
1002930,7.8,4.5,7,8.5,7.5,8.4
1002932,7.8,5.75,7,8.75,8,9.2
1002933,8.2,5.75,6.75,8,8.5,8.6
1002935,2.4,2.75,5.25,7,6.75,4.4
1002936,3.8,4.5,7.5,7.75,6.5,6.4
1002937,8.2,2.75,6.5,8.75,7.25,9
1002938,8.2,3.5,6.75,8.5,7.75,8
1002939,6,5.5,7.25,7.5,8.75,8.4
1002940,7,3.75,5.75,9.25,8,8.6
1002941,8.6,4.25,6.5,8.5,9.25,9.6
1002942,7,4.5,7.25,9.25,8.5,7.6
1002945,8.4,4.5,7.75,9.25,7.5,9.6
1002946,7.8,5,7,8,8.75,9.4
1002947,7.4,7.25,7.25,8.25,8.25,7.6
1002948,5.8,2.5,6.25,8.5,5.25,3.8
1002949,7.6,3.5,6.5,9.25,5.5,9.8
1002950,9.2,5,7.25,9,7.25,9.6
1002951,8.2,6.75,7.75,8.25,8.5,8.6
1002953,6.6,6.5,6.75,7.25,7.75,8.6
1002954,7.2,5.75,8,8,8.75,6.2
1002955,8,5.5,6.5,8,8.5,8.8
1002957,8.2,5.75,7.25,8,8.75,9.2
1002960,8,2,6.75,7,8.25,8.4
1002967,4.4,5.75,6.75,8.25,8.75,8.2
1002972,6.8,5,7,6.25,8.75,5
1002977,9,2,6.25,7.25,8.75,9.2
1002986,7,8.5,8,7.5,9.75,9.2
1002989,2.4,8.25,5.5,6.5,8.25,7.4
1002990,8.4,7,6.5,7.5,8,9.4
1002991,4.8,4.75,7.5,7,8.5,8.2
1002992,3,3.75,5.5,3.5,6.75,2
1002993,8.2,5.25,6.75,6,7.75,7.8
1002995,5.4,5,6.25,6.5,7.75,2.8
1002997,6.6,4,6.5,7.25,8,8
1002998,8.4,6.5,8.25,8.5,9,9.4
1002999,6.6,4.5,7.25,6,8,5.2
1003002,7.4,9,7.5,8,9.25,4.4
1003003,8.2,5.75,8.25,8.5,8.25,9.6
1003004,8.6,5.5,7.75,7.5,9.25,10
1003005,7.4,7.25,8,8.5,8.5,9.2
1003006,8.6,6.75,8.5,9,9.25,9.8
1003007,6,3.25,6.5,7,9.5,2.4
1003009,8.4,7.25,6.25,8.75,7.5,8.8
1003010,8.2,6,7.25,8,9.75,9.6
1003011,7.4,6.75,7,8,9,7
1003013,7.6,3.5,6.5,8.5,7.75,9
1003014,8,6.5,8.75,8.5,9.5,9.8
1003015,8.4,8.25,9,7.5,9.75,7.4
1003016,6.2,3.75,7.25,5.75,9.75,4.8
1003017,8,3.5,5.5,8.5,8.75,7.4
1003018,8.8,5.5,6.5,8.25,8,10
1003020,7.8,4.75,8,8.25,9.5,9.4
1003022,8.6,4,8.5,8.75,8.75,9.4
1003024,7,4.75,7,5.75,9.5,4
1003025,8,4.5,6.75,7.5,9.25,8
1003026,7,6.5,7.25,7,9.5,8.4
1003028,7.6,4,6.5,6.5,8.25,6.8
1003029,7.8,3.75,7.5,8.75,8.5,9.2
1003032,8.6,7.25,8.5,8.5,8,8.6
1003033,1.2,4,8,6.5,7.25,2.6
1003034,8,4.5,7.25,7.5,7.5,9.4
1003036,7.2,4,5.75,6.25,6.75,7.8
1003038,6.4,3,6,5.25,8.75,8.4
1003041,7,5.75,9.25,7.5,7,8.8
1003042,8,4,8,8.5,9.5,8.4
1003043,7.6,4,7,8.25,8.75,8
1003044,6.4,4.25,7.25,5.25,6.75,8.2
1003045,9.6,7.25,8.75,9,9.75,9.6
1003046,8.8,6.25,8.5,9,9.75,9.8
1003047,7,4.25,6.5,8.5,7.25,8.2
1003048,9,7.25,8.5,8.5,9.25,9.6
1003049,7.6,4,8,8,8.25,5
1003051,7.6,4.75,8.25,8.5,8,9
1003052,7.6,6.25,7.5,8.5,9.25,9.4
1003053,7.4,3.25,7.5,6.75,9,5.6
1003055,8.2,4.75,6.5,8.25,7.25,9.2
1003057,6.8,4.75,7.5,8,8.75,9.6
1003058,3.8,2,5.5,5,7.5,3.2
1003059,8.8,5,6.25,7.75,7.25,8.8
1003060,8,3.75,5.75,7.46,6.25,9.6
1003061,8.4,3.5,7.5,8,8.25,9
1003062,8.2,6,7.75,8.25,8.75,9
1003063,4.2,2.5,5.5,6,5.25,5.2
1003064,7.4,4,6.25,8.5,7.25,8
1003065,7.6,4.75,7,8,8.75,8.6
1003066,9.2,7.5,7,8.5,9.75,9.4
1003067,8.2,5.25,7.25,8.25,8.25,9.4
1003068,7.8,7.5,8.25,8.75,8.25,8.6
1003069,6.4,4.25,5.25,6.5,8.25,6.2
1003070,8.8,4.5,8.25,8.5,8.5,9.8
1003071,7,5.25,7.25,5.25,8.5,9
1003072,8.2,4.75,6.5,8.5,8.75,9.6
1003074,9.4,6.5,9,8.5,9.5,10
1003076,8,7.25,8.25,8.5,9.5,9.6
1003077,5.8,8,8.5,7.75,9.5,7.6
1003078,8.6,4,7.5,7.25,8.75,9
1003079,8.2,7.25,7.5,8,9,9.2
1003080,8.2,5.5,8.25,8.5,9.5,9
1003082,8.2,7.5,8.75,8.25,9.25,9.8
1003083,8,5.25,7,7,9,9
1003084,8.4,3.75,7.75,9,8.5,9.4
1003085,7.8,5.25,8,8.25,9.5,7.4
1003088,8.2,3.5,7.5,8.5,8.75,10
1003089,8.4,6.5,7.5,7.25,8,8.6
1003090,8.6,4,7.5,8.5,7.5,9.4
1003091,7.6,6.5,7.75,8.75,8.25,8.8
1003094,8.2,5.75,7,7,8.5,8.8
1003096,8,6.25,7.75,7.5,7.5,9
1003101,7,9.25,9.5,8,9.5,7.6
1003103,8.6,7.25,6,8,8.25,10
1003107,7.8,3.25,6,7.25,8,7.2
1003108,4.2,5.75,7,4.25,7.75,9.4
1003111,7,4.75,7.25,8.5,7.75,9.4
1003112,6.8,4.5,7.75,8.25,7.5,3.8
1003113,9.4,8.75,8.25,8.75,8.75,9.8
1003114,8.6,6,8,8.5,8.75,9.4
1003115,3,3.75,6.5,7,8,3
1003116,7.6,5.75,5.5,8.5,9,9
1003117,6.6,3.25,6.25,6.33,9,8
1003118,4.4,5.25,5.75,6.75,8.25,3
1003120,8.4,6.75,7.5,7.75,9.5,9.6
1003125,7.2,4.25,8,7.5,9.25,6
1003126,4.8,8.25,6.75,8,9.25,7.8
1003127,8.6,6.75,8.25,9,8.5,9.6
1003129,8,6.75,6.25,8.25,7,8.6
1003130,7.4,6.5,8.25,7,8.25,6.6
1003131,5.8,3.75,7,7.5,7.75,5.6
1003132,5.8,7.5,7.75,7.75,8.75,5.2
1003134,8.2,6.5,7,8.75,8.75,9.4
